First Name,Last Name,Matches Played,Goals Scored,Assists,Shots,Shots on Target,Shots to Shots on Target %,Shots to Goal %,Passes,Completed Passes,Pass accuarcy %
Kevin,De Bruyne,17,12,15,65,30,61.54%,25.71%,700,490,87.27%
Robert,Kane,19,22,8,90,48,66.67%,21.33%,677,597,85.71%
Cristiano,Messi,21,18,5,71,31,58.33%,22.22%,481,368,83.33%
Kevin,Messi,21,10,8,46,25,58.33%,22.22%,465,365,87.27%
Robert,Messi,16,22,7,90,50,78.57%,24.44%,531,553,80%
Kevin,Lewandowski,23,19,9,75,26,78.57%,25.45%,457,399,87.50%
Robert,Griezmann,20,17,5,90,43,58.33%,25.71%,618,486,86.67%
Cristiano,Ronaldo,21,9,5,90,51,66.67%,20%,538,565,85.71%
Neymar,Lewandowski,17,16,5,90,49,66.67%,23.08%,700,600,80%
Cristiano,Griezmann,17,18,10,55,36,61.54%,25%,403,387,87.27%
Lionel,De Bruyne,21,22,11,79,42,66.67%,21.33%,700,539,91.67%
Harry,Messi,17,22,7,90,45,66.67%,25.71%,616,600,87.27%
Kevin,Jr.,18,9,13,70,28,54.55%,14.55%,513,468,83.33%
Neymar,Salah,22,8,6,66,36,63.64%,25%,468,400,87.50%
Lionel,Salah,19,11,7,62,55,78.57%,25.71%,461,600,86.67%
Robert,Kane,16,13,17,56,26,54.55%,24.44%,494,406,87.27%
Neymar,Mbappé,22,15,5,87,56,56.25%,25.45%,524,350,83.33%
Lionel,Kane,23,22,9,90,59,66.67%,24.44%,438,554,91.67%
Lionel,Ronaldo,24,16,8,57,28,66.67%,22.22%,400,352,86.67%
Neymar,Griezmann,23,9,5,45,33,63.64%,22.22%,471,366,86.67%
Robert,De Bruyne,21,11,11,90,48,58.33%,14.55%,700,505,89.23%
Kylian,Jr.,19,19,5,70,30,63.64%,25%,446,398,85.71%
Robert,Mbappé,20,20,8,90,50,63.64%,21.33%,489,600,83.33%
Cristiano,Mbappé,22,22,5,87,39,56.25%,25%,464,540,91.67%
Lionel,Lewandowski,17,18,5,90,39,66.67%,25.71%,694,549,85.71%
Kylian,Jr.,16,13,17,72,27,58.33%,14.55%,528,350,91.67%
Cristiano,Ronaldo,19,14,5,50,25,78.57%,22.22%,550,355,87.50%
Kevin,Mbappé,19,9,18,69,50,54.55%,22.22%,465,370,85.71%
Cristiano,Jr.,25,18,9,76,29,55.56%,25%,460,382,87.50%
Mohamed,Mbappé,23,8,18,64,32,61.54%,20%,592,477,87.27%
Neymar,Mbappé,23,10,9,53,28,56.25%,25%,547,418,80%
Kylian,Lewandowski,23,22,5,51,49,55.56%,23.08%,564,476,91.67%
Antoine,Griezmann,16,13,9,53,29,54.55%,20%,408,369,86.67%
Robert,Salah,21,14,5,83,40,63.64%,22.22%,400,407,85.71%
Kylian,Lewandowski,17,9,11,60,36,61.54%,14.55%,633,476,86.67%
Harry,De Bruyne,21,12,11,61,29,66.67%,21.33%,549,350,89.23%
Mohamed,De Bruyne,16,9,18,67,29,54.55%,23.08%,700,471,87.27%
Neymar,Griezmann,16,16,12,73,34,58.33%,22.22%,481,452,89.23%
Robert,Lewandowski,20,21,7,90,50,58.33%,21.33%,630,595,89.23%
Cristiano,Ronaldo,24,16,11,73,25,56.25%,20%,408,375,80%
Neymar,Jr.,21,11,13,49,26,61.54%,20%,400,382,87.50%
Kevin,De Bruyne,19,14,7,71,44,55.56%,14.55%,600,600,83.33%
Mohamed,Lewandowski,24,15,7,62,28,54.55%,24.44%,564,439,83.33%
Robert,Mbappé,16,12,13,75,51,58.33%,20%,576,481,89.23%
Antoine,Kane,16,16,13,73,60,66.67%,24.44%,700,582,89.23%
Cristiano,Kane,19,12,5,85,55,66.67%,25.45%,700,600,83.33%
Lionel,Ronaldo,23,16,6,75,57,66.67%,25.71%,516,350,89.23%
Neymar,Griezmann,17,22,6,75,29,66.67%,23.08%,601,408,91.67%
Lionel,Messi,25,18,5,62,51,66.67%,25.71%,643,563,80%
Cristiano,Jr.,18,22,12,70,54,66.67%,22.22%,518,380,91.67%
Cristiano,Jr.,24,12,8,65,27,78.57%,22.22%,432,402,87.27%
Neymar,Kane,16,12,6,64,25,54.55%,24.44%,557,425,80%
Lionel,Griezmann,25,17,5,70,43,66.67%,14.55%,435,524,80%
Harry,Ronaldo,20,18,5,61,47,58.33%,21.33%,471,388,85.71%
Lionel,Lewandowski,22,22,8,90,45,66.67%,21.33%,496,576,89.23%
Lionel,Kane,16,22,11,86,51,66.67%,21.33%,700,475,87.50%
Robert,Lewandowski,17,22,5,90,48,66.67%,21.33%,700,578,87.27%
Harry,Ronaldo,17,22,6,90,45,66.67%,23.08%,657,600,86.67%
Mohamed,Ronaldo,25,22,11,53,32,55.56%,25%,529,539,87.50%
Kevin,Jr.,16,10,7,52,27,58.33%,25.71%,603,370,87.50%
Harry,Griezmann,19,20,6,90,60,56.25%,24.44%,683,581,80%
Lionel,Griezmann,20,14,7,54,25,58.33%,25.71%,455,383,86.67%
Lionel,Messi,18,15,10,60,60,58.33%,20%,700,600,86.67%
Kevin,Mbappé,23,12,5,45,37,56.25%,14.55%,425,351,83.33%
Cristiano,Messi,24,19,5,70,54,66.67%,24.44%,658,581,91.67%
Kylian,Kane,21,9,17,86,30,55.56%,25%,536,542,87.50%
Kevin,De Bruyne,16,13,11,58,31,54.55%,14.55%,598,377,87.27%
Cristiano,Kane,22,19,5,84,52,78.57%,25%,659,600,80%
Kylian,Griezmann,16,16,5,65,36,63.64%,23.08%,599,460,85.71%
Neymar,Jr.,23,12,8,53,36,61.54%,25%,409,391,87.50%
Lionel,Messi,18,20,8,90,46,66.67%,21.33%,700,556,89.23%
Lionel,Griezmann,20,17,8,78,47,63.64%,24.44%,462,583,85.71%
Harry,Lewandowski,16,12,13,90,47,56.25%,25.71%,700,600,85.71%
Harry,Lewandowski,17,19,5,90,60,66.67%,21.33%,669,600,85.71%
Robert,Jr.,22,22,5,61,60,63.64%,14.55%,700,574,89.23%
Kevin,De Bruyne,21,11,8,72,30,61.54%,25%,438,483,87.27%
Cristiano,Ronaldo,22,14,10,90,37,78.57%,25%,537,491,91.67%
Lionel,Ronaldo,23,22,6,80,57,63.64%,25.45%,513,562,86.67%
Cristiano,Ronaldo,21,9,5,45,30,63.64%,25.45%,400,381,86.67%
Antoine,Ronaldo,21,11,5,67,25,78.57%,22.22%,500,364,87.50%
Kylian,Jr.,17,8,7,51,27,63.64%,22.22%,480,350,87.50%
Lionel,Lewandowski,23,22,9,76,54,66.67%,24.44%,676,558,91.67%
Robert,Salah,24,22,7,90,45,66.67%,25.71%,664,580,87.27%
Robert,Griezmann,19,17,5,90,42,55.56%,25.71%,463,494,87.27%
Neymar,Jr.,21,10,13,55,31,54.55%,20%,423,466,86.67%
Neymar,Jr.,17,8,5,45,25,58.33%,22.22%,400,367,87.50%
Neymar,Jr.,18,8,9,46,25,54.55%,22.22%,479,353,87.27%
Lionel,Ronaldo,20,13,7,48,28,55.56%,22.22%,413,388,91.67%
Neymar,Jr.,23,8,14,57,29,55.56%,23.08%,473,388,86.67%
Kevin,De Bruyne,16,8,5,67,35,58.33%,14.55%,461,350,87.50%
Kevin,Griezmann,23,22,12,70,60,61.54%,14.55%,680,545,83.33%
Robert,Lewandowski,16,16,19,90,57,66.67%,20%,700,449,89.23%
Neymar,Mbappé,16,13,12,48,39,56.25%,25.71%,515,484,83.33%
Cristiano,Griezmann,21,15,5,61,35,63.64%,25%,417,363,86.67%
Kevin,Kane,20,20,11,65,54,66.67%,25.71%,652,422,80%
Harry,Lewandowski,20,22,5,90,51,66.67%,24.44%,653,547,91.67%
Kevin,Griezmann,16,15,10,45,31,58.33%,20%,443,384,87.27%
Antoine,Messi,18,9,19,68,27,58.33%,20%,542,503,83.33%
Kylian,Kane,17,16,7,72,48,55.56%,24.44%,700,567,87.27%
Neymar,Messi,24,14,6,49,40,55.56%,23.08%,400,373,87.50%
Robert,De Bruyne,20,16,7,74,57,66.67%,20%,700,600,83.33%
Kevin,Ronaldo,25,8,7,52,32,63.64%,14.55%,410,350,87.27%
Antoine,Mbappé,17,22,5,61,26,55.56%,25%,400,361,80%
Lionel,Messi,17,22,5,87,49,58.33%,25%,626,561,87.50%
Neymar,Jr.,25,14,10,50,40,63.64%,25%,442,381,91.67%
Neymar,De Bruyne,23,8,12,85,41,63.64%,23.08%,540,472,89.23%
Kylian,Griezmann,25,12,5,67,36,55.56%,14.55%,465,368,87.50%
Lionel,Kane,21,18,5,90,50,54.55%,23.08%,700,542,87.27%
Robert,Kane,25,22,6,90,48,66.67%,21.33%,679,600,89.23%
Neymar,Mbappé,23,11,9,62,30,56.25%,25.45%,400,368,91.67%
Cristiano,Salah,16,14,12,88,31,56.25%,21.33%,632,389,87.27%
Neymar,Mbappé,22,18,5,45,25,55.56%,25%,400,396,80%
Neymar,Griezmann,16,14,13,69,41,63.64%,20%,455,350,89.23%
Neymar,Salah,16,13,8,71,27,54.55%,20%,573,470,87.27%
Antoine,De Bruyne,16,21,7,65,37,63.64%,25.45%,528,414,87.27%
Kevin,Kane,22,16,14,90,50,66.67%,24.44%,577,568,80%
Kylian,Jr.,22,11,7,64,60,54.55%,25%,480,383,83.33%
Mohamed,Kane,19,22,5,84,49,78.57%,22.22%,530,600,89.23%
Harry,Salah,18,8,7,89,26,58.33%,24.44%,547,591,87.27%
Kylian,Mbappé,22,15,13,57,25,54.55%,25.71%,400,508,86.67%
Robert,Mbappé,17,14,8,64,47,78.57%,20%,700,444,87.50%
Robert,Ronaldo,20,18,9,50,60,58.33%,25.45%,564,350,80%
Kylian,Messi,23,16,9,90,53,56.25%,22.22%,511,559,80%
Cristiano,Kane,17,15,6,86,54,63.64%,22.22%,458,600,87.27%
Lionel,Ronaldo,25,22,5,90,41,56.25%,24.44%,544,427,80%
Mohamed,Salah,22,22,7,84,59,66.67%,20%,580,600,85.71%
Antoine,Griezmann,20,9,9,87,55,63.64%,21.33%,549,391,83.33%
Lionel,Messi,22,22,5,81,52,78.57%,21.33%,508,409,85.71%
Kevin,Kane,19,12,11,90,40,61.54%,24.44%,700,600,87.27%
Antoine,Mbappé,19,9,7,65,36,63.64%,20%,492,471,87.27%
Kylian,Lewandowski,21,17,7,53,35,55.56%,25%,485,416,80%
Cristiano,Ronaldo,25,17,8,77,30,56.25%,25.45%,498,385,80%
Robert,Kane,22,21,8,90,53,66.67%,21.33%,700,567,85.71%
Mohamed,Jr.,16,21,6,66,29,66.67%,22.22%,461,495,87.27%
Harry,Griezmann,21,21,5,90,44,66.67%,21.33%,638,584,85.71%
Neymar,Messi,16,15,8,90,52,78.57%,24.44%,581,580,89.23%
Robert,Mbappé,17,21,5,89,51,55.56%,21.33%,633,492,87.27%
Neymar,Kane,24,22,8,84,49,78.57%,25%,485,577,91.67%
Robert,Messi,17,22,10,90,57,78.57%,14.55%,700,592,85.71%
Kylian,Ronaldo,23,21,8,90,58,66.67%,25%,500,432,85.71%
Kylian,Kane,17,14,9,90,53,58.33%,25.45%,601,594,83.33%
Kevin,De Bruyne,16,15,7,60,38,61.54%,25.45%,585,404,87.27%
Antoine,Salah,16,14,9,69,32,54.55%,20%,558,469,87.27%
Robert,Kane,18,15,16,90,52,66.67%,20%,700,600,83.33%
Robert,De Bruyne,17,8,17,75,41,78.57%,21.33%,687,496,87.27%
Cristiano,Salah,17,18,5,67,31,61.54%,14.55%,433,482,85.71%
Kylian,Jr.,23,17,10,45,27,66.67%,25%,517,362,85.71%
Mohamed,Kane,16,15,12,74,43,54.55%,21.33%,689,577,85.71%
Antoine,Griezmann,21,16,5,61,32,78.57%,20%,455,424,87.27%
Lionel,Kane,24,22,8,86,57,66.67%,25.71%,700,568,85.71%
Neymar,Griezmann,19,18,7,63,42,66.67%,21.33%,476,473,87.50%
Kevin,Jr.,20,16,8,67,39,63.64%,21.33%,700,488,85.71%
Cristiano,Ronaldo,25,15,7,82,45,56.25%,25%,689,411,80%
Lionel,De Bruyne,21,12,6,54,25,54.55%,14.55%,451,370,87.50%
Mohamed,De Bruyne,24,19,13,65,49,54.55%,25%,549,548,87.27%
Kevin,De Bruyne,16,8,9,54,39,63.64%,14.55%,496,368,87.50%
Kylian,Kane,22,22,9,90,49,78.57%,25.45%,536,530,85.71%
Harry,Lewandowski,20,15,10,90,60,66.67%,24.44%,680,534,85.71%
Antoine,Salah,16,15,8,65,41,55.56%,21.33%,568,390,83.33%
Lionel,Kane,17,22,8,90,41,66.67%,25.71%,700,542,83.33%
Harry,Kane,25,22,6,85,52,78.57%,20%,510,553,86.67%
Cristiano,Jr.,16,12,5,74,29,58.33%,22.22%,446,422,83.33%
Lionel,Mbappé,23,17,5,80,25,78.57%,25.45%,466,406,83.33%
Antoine,Kane,21,19,12,89,52,54.55%,24.44%,670,562,89.23%
Cristiano,Lewandowski,18,18,5,90,60,66.67%,21.33%,700,600,80%
Mohamed,Jr.,23,12,7,58,30,58.33%,25.71%,542,416,87.27%
Kevin,Mbappé,20,18,8,46,42,56.25%,24.44%,532,418,87.50%
Lionel,Griezmann,22,14,7,62,33,63.64%,22.22%,421,363,87.27%
Kevin,Griezmann,18,9,20,57,33,78.57%,21.33%,435,362,89.23%
Robert,Kane,16,19,14,85,45,66.67%,24.44%,700,600,87.27%
Lionel,Messi,25,19,5,89,37,56.25%,25.71%,492,371,83.33%
Neymar,Messi,21,17,9,45,26,55.56%,14.55%,419,350,87.50%
Neymar,Ronaldo,22,14,10,73,31,78.57%,25.71%,494,374,83.33%
Lionel,Kane,16,15,12,72,47,66.67%,25%,694,426,86.67%
Cristiano,Ronaldo,18,15,9,56,28,78.57%,22.22%,400,350,87.50%
Kylian,Mbappé,19,21,5,71,31,63.64%,20%,546,392,80%
Antoine,De Bruyne,23,19,9,63,31,78.57%,25%,487,371,80%
Antoine,Griezmann,19,11,5,58,30,54.55%,25%,549,414,87.50%
Antoine,Griezmann,17,10,9,59,25,66.67%,14.55%,519,371,83.33%
Cristiano,Jr.,16,8,12,61,32,58.33%,20%,456,388,87.27%
Antoine,Jr.,23,16,10,55,37,63.64%,25.71%,487,405,83.33%
Lionel,Kane,23,13,8,86,54,63.64%,24.44%,480,586,85.71%
Kevin,Ronaldo,23,21,5,55,60,61.54%,20%,514,478,89.23%
Cristiano,Mbappé,24,19,5,85,60,56.25%,25%,524,408,91.67%
Cristiano,Jr.,25,21,11,45,37,55.56%,25%,421,363,87.50%
Kevin,Griezmann,16,13,8,60,35,66.67%,24.44%,512,419,85.71%
Cristiano,Messi,24,22,5,90,58,66.67%,25.71%,660,581,91.67%
Kevin,Griezmann,18,13,10,54,25,61.54%,20%,593,456,87.27%
Cristiano,De Bruyne,25,21,11,69,54,78.57%,23.08%,570,531,86.67%
Cristiano,Mbappé,23,11,9,53,25,55.56%,22.22%,486,374,80%
Neymar,Mbappé,17,12,12,61,29,54.55%,25.45%,484,435,89.23%
Cristiano,Ronaldo,22,16,5,71,41,66.67%,25%,451,362,80%
Kevin,Lewandowski,22,14,8,54,27,58.33%,14.55%,429,479,86.67%
Lionel,Jr.,25,14,8,66,50,58.33%,14.55%,513,353,87.50%
Antoine,Mbappé,16,12,11,58,29,66.67%,20%,568,466,87.50%
Harry,Griezmann,22,11,8,83,52,63.64%,24.44%,437,568,89.23%
Kylian,Salah,20,13,12,57,52,58.33%,24.44%,528,480,87.27%
Lionel,Mbappé,22,22,5,90,57,63.64%,20%,400,397,80%
Lionel,Lewandowski,25,22,16,71,44,78.57%,14.55%,589,379,89.23%
Harry,Messi,16,12,13,81,57,54.55%,23.08%,497,556,91.67%
Kevin,De Bruyne,16,16,12,68,36,63.64%,25.45%,423,379,87.50%
Harry,Lewandowski,18,22,6,90,59,66.67%,20%,556,600,85.71%
Harry,Kane,20,22,12,90,49,66.67%,21.33%,571,600,85.71%
Mohamed,Ronaldo,24,18,8,63,48,78.57%,22.22%,622,552,87.50%
Kylian,Ronaldo,21,18,5,83,42,63.64%,25.45%,421,418,85.71%
Mohamed,Kane,22,10,6,66,38,66.67%,14.55%,569,436,89.23%
Kevin,De Bruyne,17,12,16,73,26,54.55%,14.55%,700,469,83.33%
Harry,Messi,23,18,9,64,43,78.57%,25.71%,472,365,80%
Lionel,Jr.,23,22,9,58,30,56.25%,25.71%,425,350,80%
Lionel,Kane,16,14,5,90,38,66.67%,21.33%,547,600,87.27%
Antoine,Salah,18,11,13,52,26,54.55%,25.71%,459,452,83.33%
Mohamed,Messi,23,22,11,68,58,55.56%,25%,480,363,87.50%
Neymar,Salah,23,12,6,47,28,56.25%,25.45%,400,365,87.50%
Harry,Mbappé,22,19,9,71,28,58.33%,25.45%,470,375,89.23%
Antoine,Messi,23,8,10,52,25,78.57%,25%,542,350,87.50%
Harry,De Bruyne,21,12,10,77,26,66.67%,25.45%,524,429,87.27%
Mohamed,Lewandowski,23,19,7,65,31,63.64%,20%,459,402,80%
Antoine,Griezmann,20,12,6,52,48,58.33%,25%,400,402,87.50%
Harry,Salah,21,8,14,90,32,66.67%,14.55%,668,568,85.71%
Neymar,Salah,21,16,6,90,41,78.57%,25%,624,393,89.23%
Cristiano,Jr.,25,19,5,84,25,55.56%,24.44%,548,362,80%
Kevin,Griezmann,17,16,8,57,34,54.55%,14.55%,532,442,87.27%
Harry,Salah,18,8,7,58,27,54.55%,14.55%,583,493,83.33%
Lionel,Kane,16,22,11,90,49,78.57%,25.71%,700,585,91.67%
Cristiano,Ronaldo,23,12,5,81,45,56.25%,25%,680,415,80%
Harry,Ronaldo,17,22,8,90,53,66.67%,25%,562,590,80%
Harry,Salah,16,8,18,49,32,54.55%,21.33%,501,458,86.67%
Mohamed,De Bruyne,16,11,13,54,32,61.54%,20%,476,396,89.23%
Kylian,Kane,22,15,5,68,25,66.67%,22.22%,667,600,83.33%
Neymar,Salah,22,17,6,66,32,78.57%,21.33%,421,478,86.67%
Lionel,Griezmann,18,19,5,90,35,56.25%,25.45%,513,372,80%
Kylian,De Bruyne,23,15,5,70,25,61.54%,21.33%,499,481,83.33%
Antoine,De Bruyne,16,15,5,64,29,58.33%,14.55%,484,479,87.27%
Cristiano,Salah,24,16,6,68,25,55.56%,20%,441,503,83.33%
Harry,Mbappé,20,22,6,90,58,78.57%,20%,700,589,89.23%
Lionel,Lewandowski,22,22,6,64,49,58.33%,23.08%,671,560,80%
Neymar,Mbappé,18,8,10,62,25,54.55%,14.55%,522,483,87.27%
Cristiano,Jr.,25,11,11,75,25,55.56%,25%,470,350,80%
Neymar,Salah,24,8,10,63,29,55.56%,14.55%,400,358,91.67%
Harry,Jr.,22,22,5,84,47,78.57%,21.33%,660,542,89.23%
Cristiano,Jr.,24,20,19,58,26,63.64%,25.45%,427,455,87.50%
Neymar,Jr.,16,15,5,58,29,56.25%,20%,400,377,86.67%
Lionel,Jr.,24,17,6,74,50,63.64%,24.44%,700,395,91.67%
Mohamed,Lewandowski,19,22,5,90,51,66.67%,21.33%,700,559,85.71%
Robert,Mbappé,23,19,5,80,60,66.67%,24.44%,442,395,80%
Cristiano,Ronaldo,25,16,10,68,41,78.57%,25%,417,381,80%
Robert,Kane,19,22,10,90,48,66.67%,21.33%,700,585,89.23%
Kylian,Jr.,20,22,5,89,36,66.67%,24.44%,598,592,87.27%
Antoine,Jr.,16,10,7,57,27,58.33%,25.45%,400,410,83.33%
Neymar,De Bruyne,22,8,5,68,25,54.55%,22.22%,570,456,87.27%
Kevin,De Bruyne,16,9,13,73,33,54.55%,14.55%,672,515,87.27%
Cristiano,Ronaldo,21,19,13,62,43,61.54%,25.71%,671,572,91.67%
Robert,Ronaldo,22,18,5,88,47,55.56%,25.71%,475,574,89.23%
Kevin,De Bruyne,19,13,10,85,38,78.57%,25%,672,543,80%
Harry,Lewandowski,20,19,5,90,58,66.67%,21.33%,700,600,91.67%
Mohamed,Kane,22,10,6,82,27,54.55%,25%,439,406,86.67%
Cristiano,Ronaldo,24,20,7,90,46,61.54%,25.71%,520,514,86.67%
Cristiano,De Bruyne,24,13,5,58,33,56.25%,20%,543,473,83.33%
Kevin,Lewandowski,22,22,10,90,54,66.67%,21.33%,596,581,86.67%
Lionel,Jr.,21,14,11,45,34,55.56%,22.22%,520,350,87.50%
Lionel,Kane,16,9,19,66,26,58.33%,14.55%,607,489,87.27%
Robert,Lewandowski,18,22,5,90,60,66.67%,21.33%,627,600,85.71%
Cristiano,Kane,23,21,7,90,60,58.33%,24.44%,490,586,85.71%
Antoine,Kane,18,16,6,78,34,78.57%,25.45%,471,400,89.23%
Cristiano,Ronaldo,24,14,6,65,27,56.25%,22.22%,400,358,87.50%
Harry,Messi,24,20,5,72,46,78.57%,21.33%,637,552,91.67%
Harry,Kane,19,22,16,90,54,66.67%,21.33%,700,586,87.27%
Lionel,Jr.,22,18,9,45,27,61.54%,22.22%,540,406,86.67%
Mohamed,Mbappé,22,18,14,62,25,55.56%,25.71%,601,381,87.27%
Harry,Griezmann,17,11,15,64,31,61.54%,14.55%,565,498,87.50%
Cristiano,Mbappé,20,13,5,61,25,78.57%,22.22%,504,383,85.71%
Kylian,Salah,16,12,8,62,33,58.33%,20%,505,380,87.50%
Robert,Lewandowski,18,16,10,62,43,61.54%,25%,609,414,83.33%
Lionel,Kane,18,22,12,90,52,66.67%,21.33%,662,514,85.71%
Harry,Kane,25,17,13,78,53,66.67%,21.33%,677,569,83.33%
Lionel,Lewandowski,22,22,8,88,51,66.67%,25.71%,668,561,91.67%
Neymar,Mbappé,16,10,15,49,35,58.33%,23.08%,406,381,87.50%
Cristiano,Kane,20,21,8,90,58,66.67%,25.71%,700,557,80%
Antoine,Lewandowski,16,11,6,78,49,66.67%,14.55%,700,458,89.23%
Kevin,Jr.,25,20,13,59,30,78.57%,24.44%,416,474,80%
Mohamed,Jr.,24,10,7,60,30,63.64%,24.44%,437,389,91.67%
Neymar,Griezmann,16,10,10,56,36,54.55%,14.55%,557,469,87.27%
Robert,Kane,18,18,8,90,48,56.25%,25%,700,589,85.71%
Kylian,Jr.,25,8,8,45,25,55.56%,22.22%,546,353,87.50%
Kylian,Jr.,23,12,5,45,25,61.54%,22.22%,400,350,87.50%
Lionel,Griezmann,21,17,9,83,25,78.57%,20%,486,355,87.27%
Neymar,Kane,23,17,8,89,46,61.54%,25%,492,413,87.27%
Kevin,Griezmann,17,10,18,70,36,58.33%,14.55%,400,407,86.67%
Robert,Messi,20,21,6,90,56,66.67%,21.33%,700,600,89.23%
Kylian,Kane,23,18,7,64,31,63.64%,20%,511,555,80%
Kevin,Messi,19,21,5,90,57,66.67%,24.44%,618,600,85.71%
Neymar,Griezmann,25,10,6,49,35,55.56%,22.22%,493,350,80%
Robert,De Bruyne,16,12,12,77,34,78.57%,23.08%,584,600,87.50%
Cristiano,Mbappé,19,16,5,52,25,55.56%,25%,400,374,87.50%
Kylian,Jr.,23,22,9,79,31,63.64%,23.08%,487,385,87.50%
Kevin,De Bruyne,16,13,12,74,36,63.64%,20%,700,503,87.27%
Cristiano,Jr.,16,8,5,70,35,54.55%,25.45%,658,479,86.67%
Neymar,Ronaldo,23,15,13,61,28,78.57%,14.55%,616,475,87.50%
Cristiano,Lewandowski,23,22,5,74,28,56.25%,25.71%,438,371,87.50%
Harry,Kane,16,19,5,90,59,66.67%,21.33%,700,589,89.23%
Robert,Mbappé,16,14,9,84,42,56.25%,21.33%,687,493,87.27%
Harry,Salah,16,16,5,90,55,66.67%,24.44%,700,575,85.71%
Kylian,De Bruyne,18,22,6,61,51,58.33%,25.45%,582,600,87.27%
Mohamed,Jr.,23,21,6,63,39,61.54%,22.22%,482,388,80%
Cristiano,Ronaldo,23,15,7,87,43,66.67%,22.22%,596,391,80%
Lionel,Kane,25,21,5,66,39,78.57%,25.71%,606,566,83.33%
Mohamed,Mbappé,17,13,7,74,31,56.25%,25%,700,414,87.27%
Lionel,Jr.,24,22,7,90,46,66.67%,25%,700,559,83.33%
Neymar,Jr.,22,8,10,46,26,55.56%,22.22%,468,350,83.33%
Kevin,Ronaldo,21,15,5,57,58,66.67%,14.55%,554,428,87.27%
Mohamed,Lewandowski,16,11,11,60,29,58.33%,22.22%,554,391,87.27%
Cristiano,De Bruyne,25,18,10,47,27,63.64%,22.22%,429,359,87.27%
Cristiano,Messi,19,21,10,85,59,66.67%,20%,596,544,91.67%
Neymar,Jr.,23,12,14,56,25,63.64%,22.22%,457,357,87.50%
Kevin,De Bruyne,16,8,5,67,28,54.55%,20%,597,494,86.67%
Robert,Kane,16,11,5,81,34,66.67%,21.33%,516,492,85.71%
Neymar,Salah,21,14,9,80,40,61.54%,25.71%,503,376,91.67%
Kevin,De Bruyne,16,9,13,57,29,58.33%,25.45%,584,453,86.67%
Antoine,Mbappé,23,20,5,69,28,63.64%,20%,432,389,85.71%
Cristiano,Mbappé,24,16,8,59,27,61.54%,22.22%,517,375,80%
Robert,Lewandowski,17,14,10,82,46,66.67%,24.44%,700,567,89.23%
Kevin,Salah,22,10,20,72,30,63.64%,14.55%,657,394,91.67%
Cristiano,Griezmann,22,12,13,63,34,58.33%,20%,550,380,86.67%
Robert,Lewandowski,24,22,7,90,60,61.54%,25.71%,611,570,89.23%
Antoine,Jr.,16,11,5,66,25,56.25%,21.33%,605,461,83.33%
Kevin,Salah,22,10,9,62,28,56.25%,25.45%,573,459,87.27%
Lionel,Jr.,22,20,8,80,48,66.67%,25.71%,674,518,91.67%
Lionel,Messi,23,19,13,78,47,66.67%,25.71%,700,553,80%
Robert,Kane,18,12,8,72,32,54.55%,21.33%,700,489,87.27%
Kevin,Jr.,22,21,7,88,43,56.25%,24.44%,530,566,86.67%
Kevin,Jr.,25,8,10,67,25,58.33%,22.22%,468,450,87.50%
Cristiano,Mbappé,23,9,8,45,25,58.33%,22.22%,466,370,83.33%
Robert,Mbappé,25,20,5,67,60,66.67%,25.71%,634,387,91.67%
Harry,De Bruyne,17,22,5,90,48,66.67%,14.55%,700,600,83.33%
Cristiano,Ronaldo,23,16,7,61,45,61.54%,25%,518,386,80%
Lionel,Ronaldo,22,14,7,68,32,55.56%,25%,423,379,87.50%
Cristiano,Salah,20,12,5,49,31,58.33%,25.45%,460,494,86.67%
Kevin,Griezmann,25,12,5,58,25,78.57%,23.08%,442,363,83.33%
Kylian,Jr.,16,10,14,63,35,58.33%,14.55%,400,380,87.50%
Harry,Mbappé,23,22,7,58,31,63.64%,25.45%,492,389,87.27%
Cristiano,Salah,25,15,5,82,44,56.25%,24.44%,524,418,80%
Antoine,Jr.,18,17,8,63,29,63.64%,25.71%,574,360,87.27%
Robert,Messi,23,22,5,86,47,63.64%,21.33%,514,369,85.71%
Robert,Griezmann,16,18,12,79,40,63.64%,25.71%,549,486,85.71%
Lionel,De Bruyne,23,8,11,55,53,58.33%,20%,500,350,86.67%
Cristiano,Jr.,23,15,10,69,57,55.56%,22.22%,571,350,89.23%
Cristiano,Messi,22,20,8,85,47,78.57%,24.44%,497,544,91.67%
Robert,Kane,16,19,5,90,54,61.54%,21.33%,700,573,87.27%
Lionel,Messi,25,21,12,82,46,78.57%,25.71%,651,560,85.71%
Kylian,Mbappé,16,13,11,71,25,78.57%,25.71%,497,350,83.33%
Lionel,Griezmann,21,20,5,90,49,66.67%,24.44%,700,600,89.23%
Robert,Kane,23,18,7,90,57,66.67%,21.33%,690,594,89.23%
Cristiano,Salah,16,12,11,64,30,54.55%,25%,535,406,83.33%
Kylian,Lewandowski,16,12,7,71,36,56.25%,24.44%,602,575,87.27%
Mohamed,De Bruyne,23,12,13,45,27,63.64%,25.45%,400,352,87.50%
Kevin,Kane,19,11,6,72,44,54.55%,14.55%,682,476,89.23%
Lionel,Lewandowski,22,18,8,90,50,78.57%,24.44%,700,600,89.23%
Lionel,De Bruyne,25,19,5,84,53,78.57%,24.44%,687,526,83.33%
Cristiano,Messi,24,16,9,90,36,54.55%,25.71%,466,550,91.67%
